"No.","Time","Source","Destination","Protocol","Length","Info","TX rate","Channel","Frequency","Signal"
"1","0.000000","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=21/5376, ttl=128 (reply in 2)","48.0","11","2462MHz","-37 dBm"
"2","0.000921","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=21/5376, ttl=127 (request in 1)","36.0","11","2462MHz","-75 dBm"
"3","1.002244","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=22/5632, ttl=128 (reply in 4)","48.0","11","2462MHz","-37 dBm"
"4","1.003233","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=22/5632, ttl=127 (request in 3)","36.0","11","2462MHz","-74 dBm"
"5","2.005228","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=23/5888, ttl=128 (reply in 6)","48.0","11","2462MHz","-36 dBm"
"6","2.006113","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=23/5888, ttl=127 (request in 5)","36.0","11","2462MHz","-75 dBm"
"7","3.007252","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=24/6144, ttl=128 (reply in 8)","48.0","11","2462MHz","-36 dBm"
"8","3.008476","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=24/6144, ttl=127 (request in 7)","36.0","11","2462MHz","-74 dBm"
"9","313.634923","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=25/6400, ttl=128 (reply in 10)","54.0","11","2462MHz","-35 dBm"
"10","313.635844","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=25/6400, ttl=127 (request in 9)","36.0","11","2462MHz","-77 dBm"
"11","314.637023","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=26/6656, ttl=128 (reply in 12)","54.0","11","2462MHz","-35 dBm"
"12","314.637964","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=26/6656, ttl=127 (request in 11)","36.0","11","2462MHz","-76 dBm"
"13","315.639015","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=27/6912, ttl=128 (no response found!)","54.0","11","2462MHz","-34 dBm"
"14","316.690973","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=28/7168, ttl=128 (reply in 15)","54.0","11","2462MHz","-37 dBm"
"15","316.692089","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=28/7168, ttl=127 (request in 14)","36.0","11","2462MHz","-76 dBm"
"16","316.692819","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=28/7168, ttl=127","36.0","11","2462MHz","-76 dBm"
"17","316.693936","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=28/7168, ttl=127","24.0","11","2462MHz","-75 dBm"
"18","317.911296","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=29/7424, ttl=128 (no response found!)","54.0","11","2462MHz","-28 dBm"
"19","317.911625","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=29/7424, ttl=128 (reply in 20)","48.0","11","2462MHz","-28 dBm"
"20","317.913115","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=29/7424, ttl=127 (request in 19)","2.0","11","2462MHz","-76 dBm"
"21","318.915438","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=30/7680, ttl=128 (no response found!)","54.0","11","2462MHz","-32 dBm"
"22","318.915787","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=30/7680, ttl=128 (no response found!)","48.0","11","2462MHz","-31 dBm"
"23","318.916112","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=30/7680, ttl=128 (no response found!)","36.0","11","2462MHz","-33 dBm"
"24","318.916361","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=30/7680, ttl=128 (no response found!)","24.0","11","2462MHz","-32 dBm"
"25","318.918509","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=30/7680, ttl=128 (reply in 26)","18.0","11","2462MHz","-31 dBm"
"26","318.919458","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=30/7680, ttl=127 (request in 25)","24.0","11","2462MHz","-81 dBm"
"27","319.947942","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=31/7936, ttl=128 (no response found!)","54.0","11","2462MHz","-31 dBm"
"28","319.948273","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=31/7936, ttl=128 (no response found!)","48.0","11","2462MHz","-32 dBm"
"29","319.948615","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=31/7936, ttl=128 (no response found!)","36.0","11","2462MHz","-32 dBm"
"30","320.952418","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=32/8192, ttl=128 (no response found!)","54.0","11","2462MHz","-32 dBm"
"31","321.955419","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=33/8448, ttl=128 (reply in 32)","54.0","11","2462MHz","-33 dBm"
"32","321.956858","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=33/8448, ttl=127 (request in 31)","24.0","11","2462MHz","-77 dBm"
"33","322.957058","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=34/8704, ttl=128 (no response found!)","54.0","11","2462MHz","-34 dBm"
"34","323.960533","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=35/8960, ttl=128 (no response found!)","54.0","11","2462MHz","-34 dBm"
"35","324.963402","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=36/9216, ttl=128 (reply in 36)","48.0","11","2462MHz","-34 dBm"
"36","324.964892","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=36/9216, ttl=127 (request in 35)","24.0","11","2462MHz","-78 dBm"
"37","325.965349","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=37/9472, ttl=128 (reply in 38)","48.0","11","2462MHz","-34 dBm"
"38","325.966349","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=37/9472, ttl=127 (request in 37)","36.0","11","2462MHz","-77 dBm"
"39","326.968281","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=38/9728, ttl=128 (reply in 40)","48.0","11","2462MHz","-34 dBm"
"40","326.969218","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=38/9728, ttl=127 (request in 39)","36.0","11","2462MHz","-79 dBm"
"41","327.971288","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=39/9984, ttl=128 (reply in 42)","48.0","11","2462MHz","-35 dBm"
"42","327.972170","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=39/9984, ttl=127 (request in 41)","36.0","11","2462MHz","-77 dBm"
"43","329.051539","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=40/10240, ttl=128 (no response found!)","48.0","11","2462MHz","-34 dBm"
"44","330.108335","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=41/10496, ttl=128 (no response found!)","48.0","11","2462MHz","-29 dBm"
"45","330.108403","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=41/10496, ttl=128 (no response found!)","36.0","11","2462MHz","-29 dBm"
"46","331.111057","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=42/10752, ttl=128 (reply in 47)","48.0","11","2462MHz","-31 dBm"
"47","331.112912","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=42/10752, ttl=127 (request in 46)","36.0","11","2462MHz","-75 dBm"
"48","332.114047","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=43/11008, ttl=128 (reply in 49)","48.0","11","2462MHz","-27 dBm"
"49","332.115000","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=43/11008, ttl=127 (request in 48)","36.0","11","2462MHz","-77 dBm"
"50","333.139662","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=44/11264, ttl=128 (no response found!)","48.0","11","2462MHz","-27 dBm"
"51","334.207948","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=45/11520, ttl=128 (reply in 52)","48.0","11","2462MHz","-24 dBm"
"52","334.208881","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=45/11520, ttl=127 (request in 51)","36.0","11","2462MHz","-79 dBm"
"53","335.211045","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=46/11776, ttl=128 (reply in 54)","48.0","11","2462MHz","-36 dBm"
"54","335.211978","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=46/11776, ttl=127 (request in 53)","36.0","11","2462MHz","-78 dBm"
"55","336.221675","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=47/12032, ttl=128 (no response found!)","48.0","11","2462MHz","-24 dBm"
"56","337.259044","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=48/12288, ttl=128 (reply in 57)","48.0","11","2462MHz","-33 dBm"
"57","337.260060","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=48/12288, ttl=127 (request in 56)","36.0","11","2462MHz","-75 dBm"
"58","338.263792","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=49/12544, ttl=128 (reply in 59)","48.0","11","2462MHz","-32 dBm"
"59","338.264699","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=49/12544, ttl=127 (request in 58)","36.0","11","2462MHz","-74 dBm"
"60","339.265767","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=50/12800, ttl=128 (reply in 61)","48.0","11","2462MHz","-31 dBm"
"61","339.266649","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=50/12800, ttl=127 (request in 60)","36.0","11","2462MHz","-73 dBm"
"62","340.268955","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=51/13056, ttl=128 (reply in 63)","48.0","11","2462MHz","-33 dBm"
"63","340.269779","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=51/13056, ttl=127 (request in 62)","36.0","11","2462MHz","-78 dBm"
"64","341.274680","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=52/13312, ttl=128 (reply in 65)","48.0","11","2462MHz","-48 dBm"
"65","341.275735","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=52/13312, ttl=127 (request in 64)","36.0","11","2462MHz","-70 dBm"
"66","342.277665","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=53/13568, ttl=128 (reply in 67)","48.0","11","2462MHz","-32 dBm"
"67","342.278670","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=53/13568, ttl=127 (request in 66)","36.0","11","2462MHz","-61 dBm"
"68","343.280639","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=54/13824, ttl=128 (reply in 69)","48.0","11","2462MHz","-32 dBm"
"69","343.281608","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=54/13824, ttl=127 (request in 68)","54.0","11","2462MHz","-68 dBm"
"70","344.283673","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=55/14080, ttl=128 (reply in 71)","48.0","11","2462MHz","-32 dBm"
"71","344.284630","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=55/14080, ttl=127 (request in 70)","54.0","11","2462MHz","-50 dBm"
"72","345.286635","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=56/14336, ttl=128 (no response found!)","48.0","11","2462MHz","-34 dBm"
"73","346.289690","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=57/14592, ttl=128 (no response found!)","48.0","11","2462MHz","-31 dBm"
"74","347.292597","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=58/14848, ttl=128 (reply in 75)","48.0","11","2462MHz","-32 dBm"
"75","347.293433","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=58/14848, ttl=127 (request in 74)","54.0","11","2462MHz","-72 dBm"
"76","348.295540","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=59/15104, ttl=128 (reply in 77)","48.0","11","2462MHz","-31 dBm"
"77","348.296511","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=59/15104, ttl=127 (request in 76)","36.0","11","2462MHz","-66 dBm"
"78","349.366001","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=60/15360, ttl=128 (reply in 79)","48.0","11","2462MHz","-30 dBm"
"79","349.366953","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=60/15360, ttl=127 (request in 78)","36.0","11","2462MHz","-62 dBm"
"80","350.300043","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=61/15616, ttl=128 (no response found!)","48.0","11","2462MHz","-42 dBm"
"81","350.300247","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=61/15616, ttl=128 (no response found!)","36.0","11","2462MHz","-42 dBm"
"82","350.301028","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=61/15616, ttl=128 (no response found!)","24.0","11","2462MHz","-42 dBm"
"83","351.305568","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=62/15872, ttl=128 (no response found!)","48.0","11","2462MHz","-33 dBm"
"84","352.308548","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=63/16128, ttl=128 (no response found!)","48.0","11","2462MHz","-25 dBm"
"85","353.311405","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=64/16384, ttl=128 (no response found!)","48.0","11","2462MHz","-31 dBm"
"86","354.313140","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=65/16640, ttl=128 (reply in 87)","48.0","11","2462MHz","-24 dBm"
"87","354.314208","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=65/16640, ttl=127 (request in 86)","54.0","11","2462MHz","-59 dBm"
"88","355.315429","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=66/16896, ttl=128 (no response found!)","54.0","11","2462MHz","-23 dBm"
"89","356.318420","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=67/17152, ttl=128 (reply in 90)","54.0","11","2462MHz","-22 dBm"
"90","356.319324","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=67/17152, ttl=127 (request in 89)","54.0","11","2462MHz","-54 dBm"
"91","357.324186","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=68/17408, ttl=128 (no response found!)","54.0","11","2462MHz","-21 dBm"
"92","358.327431","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=69/17664, ttl=128 (reply in 93)","54.0","11","2462MHz","-21 dBm"
"93","358.328271","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=69/17664, ttl=127 (request in 92)","54.0","11","2462MHz","-59 dBm"
"94","359.330405","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=70/17920, ttl=128 (reply in 95)","54.0","11","2462MHz","-28 dBm"
"95","359.331361","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=70/17920, ttl=127 (request in 94)","54.0","11","2462MHz","-38 dBm"
"96","360.331802","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=71/18176, ttl=128 (reply in 97)","54.0","11","2462MHz","-21 dBm"
"97","360.333111","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=71/18176, ttl=127 (request in 96)","54.0","11","2462MHz","-57 dBm"
"98","361.336301","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=72/18432, ttl=128 (reply in 99)","54.0","11","2462MHz","-21 dBm"
"99","361.337685","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=72/18432, ttl=127 (request in 98)","54.0","11","2462MHz","-34 dBm"
"100","362.338258","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=73/18688, ttl=128 (reply in 101)","54.0","11","2462MHz","-19 dBm"
"101","362.339126","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=73/18688, ttl=127 (request in 100)","54.0","11","2462MHz","-26 dBm"
"102","363.341288","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=74/18944, ttl=128 (no response found!)","54.0","11","2462MHz","-19 dBm"
"103","364.344261","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=75/19200, ttl=128 (reply in 104)","54.0","11","2462MHz","-19 dBm"
"104","364.345099","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=75/19200, ttl=127 (request in 103)","54.0","11","2462MHz","-33 dBm"
"105","365.347172","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=76/19456, ttl=128 (reply in 106)","54.0","11","2462MHz","-34 dBm"
"106","365.348031","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=76/19456, ttl=127 (request in 105)","54.0","11","2462MHz","-27 dBm"
"107","366.350170","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=77/19712, ttl=128 (reply in 108)","54.0","11","2462MHz","-25 dBm"
"108","366.351345","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=77/19712, ttl=127 (request in 107)","54.0","11","2462MHz","-34 dBm"
"109","367.352133","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=78/19968, ttl=128 (reply in 110)","54.0","11","2462MHz","-32 dBm"
"110","367.353232","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=78/19968, ttl=127 (request in 109)","54.0","11","2462MHz","-40 dBm"
"111","368.355148","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=79/20224, ttl=128 (reply in 112)","54.0","11","2462MHz","-34 dBm"
"112","368.356044","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=79/20224, ttl=127 (request in 111)","54.0","11","2462MHz","-37 dBm"
"113","369.358278","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=80/20480, ttl=128 (reply in 114)","54.0","11","2462MHz","-35 dBm"
"114","369.359114","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=80/20480, ttl=127 (request in 113)","54.0","11","2462MHz","-38 dBm"
"115","370.361045","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=81/20736, ttl=128 (no response found!)","54.0","11","2462MHz","-32 dBm"
"116","371.364169","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=82/20992, ttl=128 (reply in 117)","54.0","11","2462MHz","-30 dBm"
"117","371.365005","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=82/20992, ttl=127 (request in 116)","54.0","11","2462MHz","-28 dBm"
"118","372.367145","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=83/21248, ttl=128 (reply in 119)","54.0","11","2462MHz","-38 dBm"
"119","372.368158","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=83/21248, ttl=127 (request in 118)","54.0","11","2462MHz","-26 dBm"
"120","373.370145","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=84/21504, ttl=128 (reply in 121)","54.0","11","2462MHz","-48 dBm"
"121","373.371048","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=84/21504, ttl=127 (request in 120)","54.0","11","2462MHz","-29 dBm"
"122","374.373012","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=85/21760, ttl=128 (reply in 123)","54.0","11","2462MHz","-34 dBm"
"123","374.373892","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=85/21760, ttl=127 (request in 122)","54.0","11","2462MHz","-25 dBm"
"124","375.376044","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=86/22016, ttl=128 (reply in 125)","54.0","11","2462MHz","-32 dBm"
"125","375.376922","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=86/22016, ttl=127 (request in 124)","54.0","11","2462MHz","-28 dBm"
"126","376.378918","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=87/22272, ttl=128 (reply in 127)","54.0","11","2462MHz","-33 dBm"
"127","376.379913","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=87/22272, ttl=127 (request in 126)","54.0","11","2462MHz","-28 dBm"
"128","377.381905","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=88/22528, ttl=128 (reply in 129)","54.0","11","2462MHz","-36 dBm"
"129","377.382875","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=88/22528, ttl=127 (request in 128)","54.0","11","2462MHz","-28 dBm"
"130","378.384888","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=89/22784, ttl=128 (reply in 131)","54.0","11","2462MHz","-33 dBm"
"131","378.385723","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=89/22784, ttl=127 (request in 130)","54.0","11","2462MHz","-31 dBm"
"132","379.388009","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=90/23040, ttl=128 (reply in 133)","54.0","11","2462MHz","-30 dBm"
"133","379.389036","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=90/23040, ttl=127 (request in 132)","54.0","11","2462MHz","-28 dBm"
"134","380.389924","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=91/23296, ttl=128 (reply in 135)","54.0","11","2462MHz","-29 dBm"
"135","380.390768","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=91/23296, ttl=127 (request in 134)","54.0","11","2462MHz","-29 dBm"
"136","380.391190","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=91/23296, ttl=127","54.0","11","2462MHz","-29 dBm"
"137","381.391919","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=92/23552, ttl=128 (no response found!)","54.0","11","2462MHz","-31 dBm"
"138","382.394790","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=93/23808, ttl=128 (reply in 139)","54.0","11","2462MHz","-37 dBm"
"139","382.395684","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=93/23808, ttl=127 (request in 138)","54.0","11","2462MHz","-23 dBm"
"140","383.398718","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=94/24064, ttl=127","54.0","11","2462MHz","-17 dBm"
"141","384.399283","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=95/24320, ttl=128 (reply in 142)","54.0","11","2462MHz","-31 dBm"
"142","384.400159","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=95/24320, ttl=127 (request in 141)","54.0","11","2462MHz","-14 dBm"
"143","385.402901","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=96/24576, ttl=128 (reply in 144)","54.0","11","2462MHz","-38 dBm"
"144","385.403715","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=96/24576, ttl=127 (request in 143)","54.0","11","2462MHz","-24 dBm"
"145","386.405793","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=97/24832, ttl=128 (reply in 146)","54.0","11","2462MHz","-35 dBm"
"146","386.406675","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=97/24832, ttl=127 (request in 145)","54.0","11","2462MHz","-15 dBm"
"147","387.408794","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=98/25088, ttl=128 (reply in 148)","54.0","11","2462MHz","-37 dBm"
"148","387.409673","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=98/25088, ttl=127 (request in 147)","54.0","11","2462MHz","-15 dBm"
"149","388.411781","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=99/25344, ttl=128 (reply in 150)","54.0","11","2462MHz","-33 dBm"
"150","388.412652","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=99/25344, ttl=127 (request in 149)","54.0","11","2462MHz","-16 dBm"
"151","389.413168","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=100/25600, ttl=128 (reply in 152)","54.0","11","2462MHz","-35 dBm"
"152","389.414929","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=100/25600, ttl=127 (request in 151)","54.0","11","2462MHz","-32 dBm"
"153","390.417666","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=101/25856, ttl=128 (no response found!)","54.0","11","2462MHz","-38 dBm"
"154","391.419667","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=102/26112, ttl=128 (no response found!)","54.0","11","2462MHz","-42 dBm"
"155","392.422682","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=103/26368, ttl=128 (reply in 156)","54.0","11","2462MHz","-39 dBm"
"156","392.423495","192.168.0.1","192.168.0.106","ICMP","128","Echo (ping) reply    id=0x0001, seq=103/26368, ttl=127 (request in 155)","54.0","11","2462MHz","-4 dBm"
"157","393.424639","192.168.0.106","192.168.0.1","ICMP","128","Echo (ping) request  id=0x0001, seq=104/26624, ttl=128 (reply in 158)","54.0","11","2462MHz","-39 dBm"
